icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model,typecode,registration,departure_time,arrival_time,departure_weather,arrival_weather,distance_km,fuel_burn_kg,co2_emissions_kg,weather_penalty_score,fuel_burn_kg_adjusted,co2_emissions_kg_adjusted,fuel_burn_kg_modeled,co2_emissions_kg_modeled,wind_direction_deg,wind_speed_kt,weather_penalty_factor,weather_adjusted_fuel_burn_kg,weather_adjusted_co2_emissions_kg
89653e,1661997127.0,0.0,1662009822,0.0,ETD89G  ,Unknown,Unknown,EGLL,Unknown,Boeing 787-10 Dreamliner,B78X,A6-BMG,1661997127.0,1662009822.0,No Weather Info,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26",2974.0040936776377,13383.01842154937,42290.33821209601,0.0,13383.01842154937,42290.33821209601,13383.01842154937,42290.33821209601,,,0.0,13383.01842154937,42290.33821209601
896538,1662033587.0,0.0,1662057309,0.0,ETD475  ,Unknown,Unknown,OMAA,Unknown,Boeing 787-9 Dreamliner,B789,A6-BNA,1662033587.0,1662057309.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5557.582687629363,25009.12209433213,79028.82581808955,0.0,25009.12209433213,79028.82581808955,25009.12209433213,79028.82581808955,,,0.0,25009.12209433213,79028.82581808954
896538,1661996899.0,0.0,1662013789,0.0,ETD474  ,Unknown,Unknown,Unknown,Unknown,Boeing 787-9 Dreamliner,B789,A6-BNA,1661996899.0,1662013789.0,No Weather Info,No Weather Info,6053.883882057922,27242.47746926065,86086.22880286367,0.0,27242.47746926065,86086.22880286367,27242.47746926065,86086.22880286367,,,0.0,27242.47746926065,86086.22880286367
8964bf,1662051033.0,0.0,1662066772,0.0,ETD230  ,Unknown,Unknown,VGZR,Unknown,787 9,B789,A6-BLO,1662051033.0,1662066772.0,No Weather Info,No Weather Info,3862.356500127941,17380.604250575736,54922.70943181933,0.0,17380.604250575736,54922.70943181933,17380.604250575736,54922.70943181933,,,0.0,17380.604250575736,54922.70943181933
8964bf,1662021002.0,0.0,1662042169,0.0,ETD35Q  ,LEBL,Unknown,OMAA,Unknown,787 9,B789,A6-BLO,1662021002.0,1662042169.0,"LEBL 091100Z 18009KT 130V220 9999 FEW020 17/13 Q1019 NOSIG,LEBL,2025-04-09T11:00:00Z,41.293,2.07,17,13,180,9,,6+,30.09,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,2","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3377.9802454474075,15200.911104513334,48034.87909026214,0.05,15960.956659739002,50436.623044775246,15200.911104513334,48034.87909026214,180.0,9.0,0.0,15200.911104513334,48034.87909026214
8964bf,1661991009.0,0.0,1662013070,0.0,ETD88U  ,Unknown,Unknown,LEBL,Unknown,787 9,B789,A6-BLO,1661991009.0,1662013070.0,No Weather Info,"LEBL 091100Z 18009KT 130V220 9999 FEW020 17/13 Q1019 NOSIG,LEBL,2025-04-09T11:00:00Z,41.293,2.07,17,13,180,9,,6+,30.09,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,2",3856.301356685856,17353.35610508635,54836.60529207287,0.0,17353.35610508635,54836.60529207287,17353.35610508635,54836.60529207287,,,0.0,17353.35610508635,54836.60529207287
896356,1662030030.0,0.0,1662044591,0.0,ETD9807 ,VGZR,Unknown,OMAA,Unknown,Boeing 777 FFX,B77L,A6-DDB,1662030030.0,1662044591.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5308.951192678538,23890.28036705342,75493.2859598888,0.0,23890.28036705342,75493.2859598888,23890.28036705342,75493.2859598888,,,0.0,23890.28036705342,75493.2859598888
896356,1662004550.0,0.0,1662021281,0.0,ETD9808 ,OMAA,Unknown,VGZR,Unknown,Boeing 777 FFX,B77L,A6-DDB,1662004550.0,1662021281.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,2772.20039710573,12474.901786975786,39420.689646843486,0.05,13098.646876324576,41391.72412918566,12474.901786975786,39420.689646843486,290.0,14.0,0.02,12724.399822715302,40209.10343978036
8963ab,1662040233.0,0.0,1662044107,0.0,ETD334  ,Unknown,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEC,1662040233.0,1662044107.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6000.391946286059,27001.763758287263,85325.57347618775,0.0,27001.763758287263,85325.57347618775,27001.763758287263,85325.57347618775,,,0.0,27001.763758287263,85325.57347618775
8963ab,1662017371.0,0.0,1662021593,0.0,ETD333  ,OMAA,Unknown,Unknown,Unknown,A321 231SL,A321,A6-AEC,1662017371.0,1662021593.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,3445.82291523461,15506.203118555744,48999.60185463615,0.05,16281.513274483532,51449.581947367966,15506.203118555744,48999.60185463615,290.0,14.0,0.02,15816.327180926859,49979.59389172887
8963ab,1662002677.0,0.0,1662007274,0.0,ETD314  ,Unknown,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEC,1662002677.0,1662007274.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2791.50543219262,12561.77444486679,39695.20724577906,0.0,12561.77444486679,39695.20724577906,12561.77444486679,39695.20724577906,,,0.0,12561.77444486679,39695.207245779064
896598,1662013788.0,0.0,1662063967,0.0,ETD93C  ,Unknown,Unknown,KORD,Unknown,A350-1041,A35K,A6-XWC,1662013788.0,1662063967.0,No Weather Info,"KORD 091051Z 16008KT 10SM SCT110 BKN250 02/M07 A3009 RMK AO2 SLP196 T00171067 $,KORD,2025-04-09T10:51:00Z,41.9602,-87.9316,1.7,-6.7,160,8,,10+,30.09,1019.6,,,TRUE,TRUE,,,,,,SCT,11000,BKN,25000,,,,,VFR,,,,,,,,,,,,METAR,202",6089.988078312802,27404.94635240761,86599.63047360805,0.0,27404.94635240761,86599.63047360805,27404.94635240761,86599.63047360805,,,0.0,27404.94635240761,86599.63047360805
896598,1661990407.0,0.0,1661999834,0.0,ETD211  ,Unknown,Unknown,OMAA,Unknown,A350-1041,A35K,A6-XWC,1661990407.0,1661999834.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2089.4030341861626,9402.313653837731,29711.31114612723,0.0,9402.313653837731,29711.31114612723,9402.313653837731,29711.31114612723,,,0.0,9402.313653837731,29711.31114612723
896326,1662028995.0,0.0,1662056865,0.0,ETD423  ,RPLL,Unknown,OMAA,Unknown,777 3FXER,B77W,A6-ETI,1662028995.0,1662056865.0,"RPLL 091100Z 12008KT 070V160 9999 FEW025 31/22 Q1010 NOSIG RMK A2983,RPLL,2025-04-09T11:00:00Z,14.507,121.004,31,22,120,8,,6+,29.82,,,,,,TRUE,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,15","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6876.097410696423,30942.438348133903,97778.10518010314,0.05,32489.5602655406,102667.0104391083,30942.438348133903,97778.10518010314,120.0,8.0,0.0,30942.438348133903,97778.10518010314
896326,1662007889.0,0.0,1662018951,0.0,ETD424  ,Unknown,Unknown,RPLL,Unknown,777 3FXER,B77W,A6-ETI,1662007889.0,1662018951.0,No Weather Info,"RPLL 091100Z 12008KT 070V160 9999 FEW025 31/22 Q1010 NOSIG RMK A2983,RPLL,2025-04-09T11:00:00Z,14.507,121.004,31,22,120,8,,6+,29.82,,,,,,TRUE,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,15",2043.414310427209,9195.36439692244,29057.35149427492,0.0,9195.36439692244,29057.35149427492,9195.36439692244,29057.35149427492,,,0.0,9195.36439692244,29057.35149427491
8962e5,1662010595.0,0.0,1662059048,0.0,ETD141  ,OMAA,Unknown,CYYZ,Unknown,757-200,B752,A6-ETG,1662010595.0,1662059048.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","CYYZ 091100Z 27005KT 15SM FEW250 M05/M09 A3020 RMK CI1 CI TR SLP237,CYYZ,2025-04-09T11:00:00Z,43.679,-79.629,-5,-9,270,5,,15,30.20,1023.7,,,,,,,,,,FEW,25000,,,,,,,VFR,,,,,,,,,,,,METAR,171",5526.535214126152,24869.408463567685,78587.33074487389,0.05,26112.87888674607,82516.69728211759,24869.408463567685,78587.33074487389,290.0,14.0,0.02,25366.79663283904,80159.07735977137
8962e5,1661990404.0,0.0,1661999969,0.0,ETD867  ,Unknown,Unknown,OMAA,Unknown,757-200,B752,A6-ETG,1661990404.0,1661999969.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5543.271760819967,24944.722923689853,78825.32443885994,0.0,24944.722923689853,78825.32443885994,24944.722923689853,78825.32443885994,,,0.0,24944.722923689853,78825.32443885994
89640a,1662027337.0,0.0,1662051231,1662051228.0,ETD9    ,Unknown,OMAA,EGLL,EGLL,Boeing 787 9,B789,A6-BLE,1662027337.0,1662051228.0,No Weather Info,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26",6002.26655558494,27010.19950013223,85352.23042041785,0.0,27010.19950013223,85352.23042041785,27010.19950013223,85352.23042041785,,,0.0,27010.19950013223,85352.23042041785
89640a,1661994986.0,0.0,1661998195,0.0,ETD10   ,Unknown,Unknown,OMAA,Unknown,Boeing 787 9,B789,A6-BLE,1661994986.0,1661998195.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5991.7737237913625,26962.98175706113,85203.02235231317,0.0,26962.98175706113,85203.02235231317,26962.98175706113,85203.02235231317,,,0.0,26962.98175706113,85203.02235231317
89659b,1662057464.0,0.0,1662068120,0.0,ETD218  ,OMAA,Unknown,VIDP,Unknown,Unknown,A359,A6-XWE,1662057464.0,1662068120.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","VIDP 091100Z VRB02KT 4000 HZ NSC 40/12 Q1005 NOSIG,VIDP,2025-04-09T11:00:00Z,28.567,77.117,40,12,VRB,2,,2.49,29.68,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,236",4264.987299588629,19192.44284814883,60648.1194001503,0.05,20152.06499055627,63680.52537015782,19192.44284814883,60648.1194001503,290.0,14.0,0.02,19576.291705111806,61861.08178815331
89659b,1662001928.0,0.0,1662045525,0.0,ETD47N  ,KJFK,Unknown,OMAA,Unknown,Unknown,A359,A6-XWE,1662001928.0,1662045525.0,"KJFK 091051Z 33014KT 10SM FEW060 01/M10 A3023 RMK AO2 SLP235 T00061100,KJFK,2025-04-09T10:51:00Z,40.6392,-73.7639,0.6,-10,330,14,,10+,30.23,1023.5,,,TRUE,,,,,,,FEW,6000,,,,,,,VFR,,,,,,,,,,,,METAR,3","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5203.7459383744335,23416.856722684952,73997.26724368444,0.05,24587.6995588192,77697.13060586868,23416.856722684952,73997.26724368444,330.0,14.0,0.02,23885.193857138653,75477.21258855815
8964bb,1662058131.0,0.0,1662059357,0.0,ETD279  ,Unknown,Unknown,OMAA,Unknown,787 9,B789,A6-BLK,1662058131.0,1662059357.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2079.129636890821,9356.083366008696,29565.22343658748,0.0,9356.083366008696,29565.22343658748,9356.083366008696,29565.22343658748,,,0.0,9356.083366008696,29565.22343658748
8964ff,1662056225.0,0.0,1662057479,0.0,ETD203  ,Unknown,Unknown,OMAA,Unknown,787-10 Dreamliner,B78X,A6-BMD,1662056225.0,1662057479.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3093.862665580572,13922.381995112572,43994.727104555735,0.0,13922.381995112572,43994.727104555735,13922.381995112572,43994.727104555735,,,0.0,13922.381995112572,43994.72710455573
8964ff,1661990404.0,0.0,1662003357,1662003356.0,ETD69K  ,Unknown,EGLL,OMAA,OMAA,787-10 Dreamliner,B78X,A6-BMD,1661990404.0,1662003356.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3155.910065534027,14201.595294903122,44877.04113189386,0.0,14201.595294903122,44877.04113189386,14201.595294903122,44877.04113189386,,,0.0,14201.595294903122,44877.041131893864
896537,1662031425.0,0.0,1662053147,0.0,ETD2EN  ,Unknown,Unknown,OMAA,Unknown,Boeing 787-9 Dreamliner,B789,A6-BLZ,1662031425.0,1662053147.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6900.786365309525,31053.53864389286,98129.18211470144,0.0,31053.53864389286,98129.18211470144,31053.53864389286,98129.18211470144,,,0.0,31053.53864389286,98129.18211470144
896537,1661996030.0,0.0,1661999334,0.0,ETD418  ,Unknown,Unknown,WMKK,Unknown,Boeing 787-9 Dreamliner,B789,A6-BLZ,1661996030.0,1661999334.0,No Weather Info,"WMKK 091100Z VRB01KT 9000 FEW017CB 28/24 Q1008 NOSIG,WMKK,2025-04-09T11:00:00Z,2.747,101.714,28,24,VRB,1,,5.59,29.76,,,,,,TRUE,,,,,FEW,1700,,,,,,,VFR,,,,,,,,,,,,METAR,21",6758.051146562723,30411.230159532253,96099.48730412193,0.0,30411.230159532253,96099.48730412193,30411.230159532253,96099.48730412193,,,0.0,30411.230159532253,96099.48730412193
8964c0,1662023799.0,0.0,1662044001,0.0,ETD74   ,LSZH,Unknown,OMAA,Unknown,B787-9,B789,A6-BLP,1662023799.0,1662044001.0,"LSZH 091120Z 05007KT 020V110 CAVOK 14/M01 Q1021 NOSIG,LSZH,2025-04-09T11:20:00Z,47.48,8.536,14,-1,50,7,,6+,30.15,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,424","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5066.739898375018,22800.32954268758,72049.04135489276,0.05,23940.34601982196,75651.4934226374,22800.32954268758,72049.04135489276,50.0,7.0,0.0,22800.32954268758,72049.04135489276
8964c0,1661990421.0,0.0,1662010851,1662010769.0,ETD39B  ,Unknown,OMAA,LSZH,LSZH,B787-9,B789,A6-BLP,1661990421.0,1662010769.0,No Weather Info,"LSZH 091120Z 05007KT 020V110 CAVOK 14/M01 Q1021 NOSIG,LSZH,2025-04-09T11:20:00Z,47.48,8.536,14,-1,50,7,,6+,30.15,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,424",6071.620905139722,27322.29407312875,86338.44927108685,0.0,27322.29407312875,86338.44927108685,27322.29407312875,86338.44927108685,,,0.0,27322.29407312875,86338.44927108685
89625c,1662029028.0,0.0,1662037466,0.0,ETD9101 ,Unknown,Unknown,OMAA,Unknown,A320 232,A320,A6-EIN,1662029028.0,1662037466.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3902.8383230036015,17562.772453516205,55498.36095311121,0.0,17562.772453516205,55498.36095311121,17562.772453516205,55498.36095311121,,,0.0,17562.772453516205,55498.36095311121
89637d,1662062491.0,0.0,1662064971,0.0,ETD372  ,OBBI,Unknown,OMAA,Unknown,A320 232SL,A320,A6-EIT,1662062491.0,1662064971.0,"OBBI 091100Z 32018KT CAVOK 32/15 Q1010 NOSIG,OBBI,2025-04-09T11:00:00Z,26.271,50.634,32,15,320,18,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4626.428992871859,20818.930467923365,65787.82027863784,0.05,21859.876991319536,69077.21129256973,20818.930467923365,65787.82027863784,320.0,18.0,0.02,21235.309077281832,67103.5766842106
89637d,1662055538.0,0.0,1662058254,0.0,ETD377  ,OMAA,Unknown,OBBI,Unknown,A320 232SL,A320,A6-EIT,1662055538.0,1662058254.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","OBBI 091100Z 32018KT CAVOK 32/15 Q1010 NOSIG,OBBI,2025-04-09T11:00:00Z,26.271,50.634,32,15,320,18,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6",3631.754041708864,16342.89318768989,51643.54247310005,0.05,17160.037847074385,54225.71959675506,16342.893187689888,51643.542473100046,290.0,14.0,0.02,16669.751051443687,52676.41332256205
89637d,1662034635.0,0.0,1662049349,0.0,ETD96B  ,LGAV,Unknown,OMAA,Unknown,A320 232SL,A320,A6-EIT,1662034635.0,1662049349.0,"LGAV 091120Z 05013KT 9999 FEW018 BKN030 BKN070 10/02 Q1021 NOSIG,LGAV,2025-04-09T11:20:00Z,37.936,23.945,10,2,50,13,,6+,30.15,,,,,,TRUE,,,,,FEW,1800,BKN,3000,BKN,7000,,,MVFR,,,,,,,,,,,,METAR,83","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4159.77112716048,18718.97007222216,59151.94542822203,0.05,19654.918575833268,62109.54269963313,18718.97007222216,59151.94542822203,50.0,13.0,0.02,19093.349473666603,60334.98433678647
89637d,1662010430.0,0.0,1662025874,0.0,ETD63G  ,OMAA,Unknown,Unknown,Unknown,A320 232SL,A320,A6-EIT,1662010430.0,1662025874.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,4242.469968719901,19091.114859239555,60327.922955197,0.05,20045.67060220153,63344.319102956855,19091.114859239555,60327.922955197,290.0,14.0,0.02,19472.937156424345,61534.481414300935
8964fb,1662043080.0,0.0,1662065822,0.0,ETD71M  ,EGLL,Unknown,OMAA,Unknown,B787-9,Unknown,A6-BLV,1662043080.0,1662065822.0,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3108.5602659576707,13988.521196809515,44203.72698191808,0.05,14687.947256649994,46413.91333101398,13988.521196809515,44203.72698191808,70.0,10.0,0.02,14268.291620745706,45087.80152155643
8964fb,1662007808.0,1662007751.0,1662032600,1662032599.0,ETD75F  ,OMAA,OMAA,EGLL,EGLL,B787-9,Unknown,A6-BLV,1662007751.0,1662032599.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26",4526.528487627685,20369.37819432458,64367.23509406568,0.05,21387.84710404081,67585.59684876897,20369.37819432458,64367.23509406568,290.0,14.0,0.02,20776.765758211073,65654.579795947
8964fb,1661998254.0,0.0,1661999458,0.0,ETD281  ,Unknown,Unknown,OMAA,Unknown,B787-9,Unknown,A6-BLV,1661998254.0,1661999458.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4627.478981768812,20823.655417959657,65802.75112075252,0.0,20823.655417959657,65802.75112075252,20823.655417959657,65802.75112075252,,,0.0,20823.655417959657,65802.75112075252
896464,1662029160.0,1662029167.0,1662046709,1662046995.0,ETD1BQ  ,LOWW,LOWW,OMAA,OMAA,B787-9,B789,A6-BLF,1662029167.0,1662046995.0,"LOWW 091120Z 33008KT 290V010 9999 FEW050 12/M01 Q1021 NOSIG,LOWW,2025-04-09T11:20:00Z,48.117,16.582,12,-1,330,8,,6+,30.15,,,,,,TRUE,,,,,FEW,5000,,,,,,,VFR,,,,,,,,,,,,METAR,179","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6864.635806665058,30890.86112999276,97615.12117077711,0.05,32435.4041864924,102495.877229316,30890.86112999276,97615.12117077711,330.0,8.0,0.0,30890.86112999276,97615.12117077713
896464,1661990487.0,0.0,1662008272,0.0,ETD3BH  ,Unknown,Unknown,LOWW,Unknown,B787-9,B789,A6-BLF,1661990487.0,1662008272.0,No Weather Info,"LOWW 091120Z 33008KT 290V010 9999 FEW050 12/M01 Q1021 NOSIG,LOWW,2025-04-09T11:20:00Z,48.117,16.582,12,-1,330,8,,6+,30.15,,,,,,TRUE,,,,,FEW,5000,,,,,,,VFR,,,,,,,,,,,,METAR,179",5857.3493446243865,26358.07205080974,83291.50768055879,0.0,26358.07205080974,83291.50768055879,26358.07205080974,83291.50768055879,,,0.0,26358.07205080974,83291.50768055879
8964fd,1662023798.0,0.0,1662041906,0.0,ETD66   ,UUEE,Unknown,OMAA,Unknown,787-10 Dreamliner,B78X,A6-BMB,1662023798.0,1662041906.0,"UUEE 091125Z 24008MPS 9999 SCT046CB M01/M08 Q1003 R24L/550240 NOSIG,UUEE,2025-04-09T11:25:00Z,55.973,37.415,-1,-8,240,16,,6+,29.62,,,,,,TRUE,,,,,SCT,4600,,,,,,,VFR,,,,,,,,,,,,SPECI,186","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5129.979525429901,23084.90786443456,72948.3088516132,0.05,24239.15325765628,76595.72429419386,23084.907864434557,72948.3088516132,,,0.0,23084.907864434557,72948.3088516132
